Title,Certificate,Rating,Metascore,Scaled Rating,ScaledRating
Beginners,R,7.2,81.0,72.0,72.0
Fancy Dance,R,7.2,84.0,72.0,72.0
Go,R,7.2,74.0,72.0,72.0
A Beautiful Day in the Neighborhood,UA,7.2,80.0,72.0,72.0
The Hunger Games,UA,7.2,68.0,72.0,72.0
The Outfit,18,7.2,69.0,72.0,72.0
Mean Streets,A,7.2,96.0,72.0,72.0
Death and the Maiden,A,7.2,72.0,72.0,72.0
The Virgin Suicides,R,7.2,77.0,72.0,72.0
Gosford Park,U,7.2,90.0,72.0,72.0
Testament of Youth,PG-13,7.2,76.0,72.0,72.0
Conviction,R,7.2,61.0,72.0,72.0
The Parent Trap,U,7.2,73.0,72.0,72.0
Meet Joe Black,A,7.2,43.0,72.0,72.0
Stuck in Love,UA 16+,7.2,49.0,72.0,72.0
The Sessions,R,7.2,79.0,72.0,72.0
Strictly Ballroom,PG,7.2,72.0,72.0,72.0
Brian Banks,PG-13,7.2,58.0,72.0,72.0
They Live,A,7.2,55.0,72.0,72.0
The Fox and the Hound,U,7.2,65.0,72.0,72.0
Fences,UA,7.2,79.0,72.0,72.0
Dracula,A,7.2,67.0,72.0,72.0
Arizona Dream,UA,7.2,62.0,72.0,72.0
Muriel's Wedding,R,7.2,63.0,72.0,72.0
Wristcutters: A Love Story,R,7.2,62.0,72.0,72.0
Manhunter,A,7.2,75.0,72.0,72.0
Living,PG-13,7.2,81.0,72.0,72.0
The Man from U.N.C.L.E.,UA,7.2,56.0,72.0,72.0
Unbroken,18,7.2,59.0,72.0,72.0
King Kong,UA,7.2,81.0,72.0,72.0
Steve Jobs,A,7.2,82.0,72.0,72.0
Mongol,R,7.2,74.0,72.0,72.0
Dr. No,A,7.2,78.0,72.0,72.0
Heathers,Not Rated,7.2,72.0,72.0,72.0
Dolemite Is My Name,R,7.2,76.0,72.0,72.0
The Courier,UA,7.2,65.0,72.0,72.0
Dope,R,7.2,72.0,72.0,72.0
The War Zone,R,7.2,68.0,72.0,72.0
Star Trek VI: The Undiscovered Country,U,7.2,65.0,72.0,72.0
Easy Rider,A,7.2,85.0,72.0,72.0
Glory Road,U,7.2,58.0,72.0,72.0
Major League,U,7.2,62.0,72.0,72.0
The Apostle,PG-13,7.2,83.0,72.0,72.0
School of Rock,Not Rated,7.2,82.0,72.0,72.0
The Life Aquatic with Steve Zissou,R,7.2,62.0,72.0,72.0
The Hudsucker Proxy,PG,7.2,53.0,72.0,72.0
The Lost Boys,UA,7.2,63.0,72.0,72.0
The Great Gatsby,A,7.2,55.0,72.0,72.0
The Witcher: Nightmare of the Wolf,18,7.2,67.0,72.0,72.0
Strange Days,A,7.2,66.0,72.0,72.0
The Age of Adaline,13,7.2,51.0,72.0,72.0
The Book of Life,PG,7.2,67.0,72.0,72.0
The Passion of the Christ,A,7.2,47.0,72.0,72.0
Vice,R,7.2,61.0,72.0,72.0
Big Trouble in Little China,UA,7.2,53.0,72.0,72.0
The Italian Job,A,7.2,70.0,72.0,72.0
I Confess,U,7.2,68.0,72.0,72.0
The Darjeeling Limited,UA 16+,7.2,67.0,72.0,72.0
Vanishing Point,U,7.2,61.0,72.0,72.0
Good One,R,7.2,80.0,72.0,72.0
Encanto,U,7.2,75.0,72.0,72.0
The Secret Life of Bees,PG-13,7.2,57.0,72.0,72.0
A Bug's Life,U,7.2,78.0,72.0,72.0
Now You See Me,UA,7.2,50.0,72.0,72.0
Sunshine,UA,7.2,64.0,72.0,72.0
Shame,(Banned),7.2,72.0,72.0,72.0
The Rainmaker,U,7.2,72.0,72.0,72.0
Wild at Heart,A,7.2,52.0,72.0,72.0
The Madness of King George,PG-13,7.2,89.0,72.0,72.0
I Am Legend,A,7.2,65.0,72.0,72.0
The Best Exotic Marigold Hotel,UA,7.2,62.0,72.0,72.0
"Paris, je t'aime",R,7.2,66.0,72.0,72.0
August: Osage County,A,7.2,58.0,72.0,72.0
Anomalisa,R,7.2,88.0,72.0,72.0
Birdy,U,7.2,71.0,72.0,72.0
Minamata,R,7.2,55.0,72.0,72.0
Magnum Force,A,7.2,58.0,72.0,72.0
Wonder Boys,R,7.2,74.0,72.0,72.0
Harry Brown,R,7.2,55.0,72.0,72.0
A.I. Artificial Intelligence,U,7.2,65.0,72.0,72.0
21 Jump Street,UA,7.2,69.0,72.0,72.0
Caddyshack,U,7.2,48.0,72.0,72.0
Words on Bathroom Walls,PG-13,7.2,61.0,72.0,72.0
Notting Hill,U,7.2,68.0,72.0,72.0
The Monk and the Gun,PG-13,7.2,74.0,72.0,72.0
Ronin,R,7.2,67.0,72.0,72.0
A Quiet Place Part II,A,7.2,71.0,72.0,72.0
Pay It Forward,UA,7.2,40.0,72.0,72.0
Old Yeller,U,7.2,84.0,72.0,72.0
The Suicide Squad,A,7.2,72.0,72.0,72.0
The Matrix Reloaded,A,7.2,62.0,72.0,72.0
Quills,Not Rated,7.2,70.0,72.0,72.0
About Schmidt,U,7.2,85.0,72.0,72.0
Top Secret!,UA,7.2,68.0,72.0,72.0
The Post,UA,7.2,83.0,72.0,72.0
Secretariat,PG,7.2,61.0,72.0,72.0
Ruby Sparks,R,7.2,67.0,72.0,72.0
Only Lovers Left Alive,R,7.2,79.0,72.0,72.0
Bridge to Terabithia,U,7.2,74.0,72.0,72.0
Turist,R,7.2,87.0,72.0,72.0
Lawless,R,7.2,58.0,72.0,72.0
The Great Santini,PG,7.2,64.0,72.0,72.0
Meng long guo jiang,U,7.2,58.0,72.0,72.0
The Prince of Egypt,UA,7.2,64.0,72.0,72.0
Swingers,UA,7.2,71.0,72.0,72.0
War Horse,U,7.2,72.0,72.0,72.0
Finding Dory,U,7.2,77.0,72.0,72.0
Cold Mountain,A,7.2,73.0,72.0,72.0
RocknRolla,A,7.2,53.0,72.0,72.0
Spirit: Stallion of the Cimarron,U,7.2,52.0,72.0,72.0
Natural Born Killers,A,7.2,74.0,72.0,72.0
Them!,U,7.2,74.0,72.0,72.0
The Equalizer,A,7.2,57.0,72.0,72.0
The Patriot,A,7.2,63.0,72.0,72.0
Men of Honor,UA,7.2,56.0,72.0,72.0
10 Cloverfield Lane,A,7.2,76.0,72.0,72.0
Silence,18,7.2,79.0,72.0,72.0
Treasure Planet,PG,7.2,60.0,72.0,72.0
Frailty,R,7.2,64.0,72.0,72.0
Death on the Nile,U,7.2,59.0,72.0,72.0
The Crying Game,Not Rated,7.2,90.0,72.0,72.0
American Murder: The Family Next Door,16,7.2,67.0,72.0,72.0
Somewhere in Time,Not Rated,7.2,29.0,72.0,72.0
The Full Monty,UA,7.2,75.0,72.0,72.0
Chicago,A,7.2,81.0,72.0,72.0
Anthropoid,R,7.2,59.0,72.0,72.0
Pump Up the Volume,UA,7.2,77.0,72.0,72.0
Summer of '42,A,7.2,59.0,72.0,72.0
The Founder,Not Rated,7.2,66.0,72.0,72.0
Children of a Lesser God,UA,7.2,80.0,72.0,72.0
The Dead Zone,A,7.2,69.0,72.0,72.0
Dungeons & Dragons: Honor Among Thieves,UA,7.2,72.0,72.0,72.0
Chocolat,U,7.2,64.0,72.0,72.0
8 Mile,UA,7.2,77.0,72.0,72.0
Ant-Man,UA,7.2,64.0,72.0,72.0
'71,R,7.2,83.0,72.0,72.0
Closer,A,7.2,65.0,72.0,72.0
The Butler,A,7.2,65.0,72.0,72.0
Smoke Signals,PG-13,7.2,76.0,72.0,72.0
The End of the Tour,R,7.2,82.0,72.0,72.0
Wish Dragon,7,7.2,59.0,72.0,72.0
Insomnia,UA,7.2,78.0,72.0,72.0
Belfast,PG-13,7.2,75.0,72.0,72.0
The Ghost Writer,PG-13,7.2,77.0,72.0,72.0
Breakfast on Pluto,R,7.2,59.0,72.0,72.0
GoldenEye,UA,7.2,65.0,72.0,72.0
Truly Madly Deeply,PG,7.2,72.0,72.0,72.0
The Menu,A,7.2,71.0,72.0,72.0
American Hustle,A,7.2,90.0,72.0,72.0
T2 Trainspotting,R,7.2,67.0,72.0,72.0
"Good Luck to You, Leo Grande",12+,7.2,78.0,72.0,72.0
The SpongeBob SquarePants Movie,U,7.2,67.0,72.0,72.0
Candy,R,7.2,57.0,72.0,72.0
Crazy Heart,R,7.2,83.0,72.0,72.0
El Topo,A,7.2,65.0,72.0,72.0
Django,A,7.2,75.0,72.0,72.0
Papillon,A,7.2,51.0,72.0,72.0
Fracture,R,7.2,68.0,72.0,72.0
Till,PG-13,7.2,77.0,72.0,72.0
Mask,UA,7.2,73.0,72.0,72.0
The Princess and the Frog,12+,7.2,73.0,72.0,72.0
St. Vincent,PG-13,7.2,64.0,72.0,72.0
Chasing Amy,R,7.2,71.0,72.0,72.0
The Birdcage,A,7.2,71.0,72.0,72.0
Joheunnom nabbeunnom isanghannom,R,7.2,69.0,72.0,72.0
Grease,UA,7.2,70.0,72.0,72.0
Far from the Madding Crowd,U,7.2,55.0,72.0,72.0
The Transformers: The Movie,U,7.2,43.0,72.0,72.0
Rise of the Guardians,U,7.2,58.0,72.0,72.0
Love & Basketball,U,7.2,72.0,72.0,72.0
Murder on the Orient Express,U,7.2,63.0,72.0,72.0
Where the Crawdads Sing,UA,7.2,43.0,72.0,72.0
We Were Soldiers,UA,7.2,65.0,72.0,72.0
"Sex, Lies, and Videotape",A,7.2,86.0,72.0,72.0
Christopher Robin,U,7.2,60.0,72.0,72.0
The Young Victoria,PG,7.2,64.0,72.0,72.0
Angel Heart,A,7.2,61.0,72.0,72.0
Fantastic Beasts and Where to Find Them,UA,7.2,66.0,72.0,72.0
Moonstruck,UA,7.2,83.0,72.0,72.0
Silverado,UA,7.2,64.0,72.0,72.0
Enter the Void,A,7.2,69.0,72.0,72.0
A River Runs Through It,U,7.2,68.0,72.0,72.0
Friday,R,7.2,54.0,72.0,72.0
Monsters University,U,7.2,65.0,72.0,72.0
Five Feet Apart,UA,7.2,53.0,72.0,72.0
A Dog's Purpose,U,7.2,43.0,72.0,72.0
Origin,PG-13,7.2,75.0,72.0,72.0
The Road,R,7.2,64.0,72.0,72.0
An American in Paris,U,7.2,83.0,72.0,72.0
The Andromeda Strain,U,7.2,60.0,72.0,72.0
The Doors,U,7.2,62.0,72.0,72.0
Hytti nro 6,R,7.2,80.0,72.0,72.0
The Light Between Oceans,PG-13,7.2,60.0,72.0,72.0
Friday Night Lights,UA,7.2,70.0,72.0,72.0
Willow,UA,7.2,47.0,72.0,72.0
Jing wu men,UA,7.2,68.0,72.0,72.0
Sleeping Beauty,U,7.2,85.0,72.0,72.0
Dumbo,G,7.2,96.0,72.0,72.0
The Fountain,U,7.2,51.0,72.0,72.0
Honey Boy,R,7.2,73.0,72.0,72.0
Bitter Moon,R,7.2,62.0,72.0,72.0
The Basketball Diaries,UA,7.3,46.0,73.0,73.0
Bullet Train,A,7.3,49.0,73.0,73.0
Excalibur,A,7.3,56.0,73.0,73.0
The Hundred-Foot Journey,PG,7.3,55.0,73.0,73.0
Cruella,Not Rated,7.3,59.0,73.0,73.0
Dawn of the Dead,A,7.3,59.0,73.0,73.0
Sweeney Todd: The Demon Barber of Fleet Street,A,7.3,83.0,73.0,73.0
Labyrinth,Not Rated,7.3,50.0,73.0,73.0
The Disaster Artist,UA,7.3,76.0,73.0,73.0
Across the Universe,PG-13,7.3,56.0,73.0,73.0
Les innocentes,PG-13,7.3,78.0,73.0,73.0
Cinderella,G,7.3,85.0,73.0,73.0
No Time to Die,UA,7.3,68.0,73.0,73.0
Paterson,R,7.3,90.0,73.0,73.0
Cape Fear,R,7.3,73.0,73.0,73.0
Split,UA,7.3,63.0,73.0,73.0
Chef,A,7.3,68.0,73.0,73.0
True Lies,A,7.3,63.0,73.0,73.0
Hereditary,A,7.3,87.0,73.0,73.0
The Best of Enemies,PG-13,7.3,49.0,73.0,73.0
Ghost World,R,7.3,90.0,73.0,73.0
"Good Morning, Vietnam",U,7.3,67.0,73.0,73.0
Our Friend,A,7.3,57.0,73.0,73.0
The Unbearable Lightness of Being,A,7.3,73.0,73.0,73.0
Heisei tanuki gassen ponpoko,U,7.3,77.0,73.0,73.0
The King,18,7.3,62.0,73.0,73.0
Youth,R,7.3,64.0,73.0,73.0
The Man in the Moon,U,7.3,73.0,73.0,73.0
X-Men,UA,7.3,64.0,73.0,73.0
Matchstick Men,A,7.3,61.0,73.0,73.0
The Proposition,A,7.3,73.0,73.0,73.0
Twin Peaks: Fire Walk with Me,Not Rated,7.3,45.0,73.0,73.0
Unbreakable,UA,7.3,62.0,73.0,73.0
Rounders,U,7.3,53.0,73.0,73.0
The Return of the Living Dead,A,7.3,66.0,73.0,73.0
Big Night,R,7.3,80.0,73.0,73.0
Kung Fu Panda 2,U,7.3,67.0,73.0,73.0
First Man,UA,7.3,84.0,73.0,73.0
Reds,UA,7.3,76.0,73.0,73.0
The Edge of Seventeen,18,7.3,77.0,73.0,73.0
Carne trémula,R,7.3,69.0,73.0,73.0
Rescue Dawn,PG-13,7.3,77.0,73.0,73.0
The Gods Must Be Crazy,18,7.3,73.0,73.0,73.0
The NeverEnding Story,U,7.3,46.0,73.0,73.0
Frida,UA,7.3,61.0,73.0,73.0
Finding Forrester,U,7.3,62.0,73.0,73.0
Broadcast News,A,7.3,84.0,73.0,73.0
Lorenzo's Oil,U,7.3,80.0,73.0,73.0
Siu Lam juk kau,U,7.3,68.0,73.0,73.0
Starship Troopers,A,7.3,52.0,73.0,73.0
Hercules,U,7.3,74.0,73.0,73.0
Seul contre tous,Not Rated,7.3,77.0,73.0,73.0
Wonder Woman,UA,7.3,76.0,73.0,73.0
Avengers: Age of Ultron,UA,7.3,66.0,73.0,73.0
Eddie the Eagle,UA,7.3,54.0,73.0,73.0
Running Scared,R,7.3,41.0,73.0,73.0
It,A,7.3,69.0,73.0,73.0
Alita: Battle Angel,UA,7.3,53.0,73.0,73.0
The Negotiator,R,7.3,62.0,73.0,73.0
Peter Pan,U,7.3,76.0,73.0,73.0
My Sister's Keeper,PG-13,7.3,51.0,73.0,73.0
Star Trek IV: The Voyage Home,U,7.3,71.0,73.0,73.0
Dogma,R,7.3,62.0,73.0,73.0
Tender Mercies,U,7.3,76.0,73.0,73.0
Say Anything...,U,7.3,86.0,73.0,73.0
Big,U,7.3,73.0,73.0,73.0
The Squid and the Whale,R,7.3,82.0,73.0,73.0
Kneecap,R,7.3,81.0,73.0,73.0
Clerks II,R,7.3,65.0,73.0,73.0
Four Lions,R,7.3,68.0,73.0,73.0
Patriots Day,A,7.3,69.0,73.0,73.0
The Next Three Days,13,7.3,52.0,73.0,73.0
The Guernsey Literary and Potato Peel Pie Society,Not Rated,7.3,65.0,73.0,73.0
Election,UA,7.3,83.0,73.0,73.0
Memoirs of a Geisha,UA,7.3,54.0,73.0,73.0
Blue Valentine,18,7.3,81.0,73.0,73.0
North Country,7,7.3,68.0,73.0,73.0
Norma Rae,A,7.3,61.0,73.0,73.0
Grosse Pointe Blank,U,7.3,76.0,73.0,73.0
Spoiler Alert,PG-13,7.3,61.0,73.0,73.0
Brigsby Bear,PG-13,7.3,67.0,73.0,73.0
The Adventures of Tintin,U,7.3,68.0,73.0,73.0
Snowden,18,7.3,58.0,73.0,73.0
Coach Carter,PG-13,7.3,57.0,73.0,73.0
Raya and the Last Dragon,U,7.3,74.0,73.0,73.0
American Sniper,A,7.3,73.0,73.0,73.0
Enemy of the State,A,7.3,67.0,73.0,73.0
Caché,R,7.3,87.0,73.0,73.0
Point Blank,A,7.3,86.0,73.0,73.0
24 Hour Party People,R,7.3,85.0,73.0,73.0
Monster,A,7.3,74.0,73.0,73.0
Shot Caller,R,7.3,59.0,73.0,73.0
The Bad News Bears,U,7.3,84.0,73.0,73.0
The Getaway,A,7.3,55.0,73.0,73.0
Rango,U,7.3,75.0,73.0,73.0
The Banker,A,7.3,59.0,73.0,73.0
Pirate Radio,R,7.3,58.0,73.0,73.0
Black Panther,UA,7.3,88.0,73.0,73.0
Instant Family,13,7.3,57.0,73.0,73.0
Megamind,U,7.3,63.0,73.0,73.0
Slap Shot,UA,7.3,61.0,73.0,73.0
Bound,A,7.3,64.0,73.0,73.0
Blue Jasmine,PG-13,7.3,78.0,73.0,73.0
The Queen,U,7.3,90.0,73.0,73.0
Tess,U,7.3,82.0,73.0,73.0
Suspiria,A,7.3,79.0,73.0,73.0
Jason and the Argonauts,U,7.3,69.0,73.0,73.0
Speed,A,7.3,78.0,73.0,73.0
Sexy Beast,R,7.3,79.0,73.0,73.0
The Karate Kid,U,7.3,60.0,73.0,73.0
Get Carter,UA,7.3,80.0,73.0,73.0
Layer Cake,UA,7.3,73.0,73.0,73.0
A Million Miles Away,PG,7.3,62.0,73.0,73.0
The Ice Storm,A,7.3,72.0,73.0,73.0
Submarine,R,7.3,76.0,73.0,73.0
Invictus,UA,7.3,74.0,73.0,73.0
Despicable Me 2,U,7.3,62.0,73.0,73.0
Hustle & Flow,R,7.3,68.0,73.0,73.0
A Walk to Remember,U,7.3,35.0,73.0,73.0
The Shape of Water,A,7.3,87.0,73.0,73.0
The Last Unicorn,U,7.3,70.0,73.0,73.0
Belle,PG,7.3,64.0,73.0,73.0
Alice Doesn't Live Here Anymore,A,7.3,78.0,73.0,73.0
The Accountant,18,7.3,51.0,73.0,73.0
Flight,UA,7.3,76.0,73.0,73.0
Dans la maison,R,7.3,72.0,73.0,73.0
An Education,PG-13,7.3,85.0,73.0,73.0
Heavenly Creatures,UA,7.3,86.0,73.0,73.0
The Fall Guy,PG-13,7.3,73.0,73.0,73.0
Raising Arizona,U,7.3,69.0,73.0,73.0
National Lampoon's Vacation,U,7.3,55.0,73.0,73.0
Sleepy Hollow,UA,7.3,65.0,73.0,73.0
Steel Magnolias,U,7.3,56.0,73.0,73.0
Thirteen Days,PG-13,7.3,67.0,73.0,73.0
37°2 le matin,A,7.3,56.0,73.0,73.0
Fast Five,UA,7.3,66.0,73.0,73.0
13 Hours: The Secret Soldiers of Benghazi,A,7.3,48.0,73.0,73.0
Hope and Glory,U,7.3,86.0,73.0,73.0
Lincoln,U,7.3,87.0,73.0,73.0
One Hundred and One Dalmatians,U,7.3,83.0,73.0,73.0
Woman in Gold,Not Rated,7.3,51.0,73.0,73.0
Antwone Fisher,PG-13,7.3,62.0,73.0,73.0
Der Baader Meinhof Komplex,R,7.3,76.0,73.0,73.0
Kingdom of Heaven,A,7.3,63.0,73.0,73.0
Tarzan,U,7.3,80.0,73.0,73.0
Seabiscuit,U,7.3,72.0,73.0,73.0
The Secret Life of Walter Mitty,UA,7.3,54.0,73.0,73.0
Equilibrium,UA,7.3,33.0,73.0,73.0
"Are You There God? It's Me, Margaret.",PG-13,7.3,84.0,73.0,73.0
Revolutionary Road,16,7.3,69.0,73.0,73.0
Mid90s,R,7.3,66.0,73.0,73.0
Pusher,Not Rated,7.3,72.0,73.0,73.0
Marshall,16,7.3,66.0,73.0,73.0
Men in Black,UA,7.3,72.0,73.0,73.0
Lady and the Tramp,G,7.3,78.0,73.0,73.0
Punch-Drunk Love,R,7.3,78.0,73.0,73.0
The Descendants,A,7.3,84.0,73.0,73.0
Nobody's Fool,R,7.3,86.0,73.0,73.0
I Can Only Imagine,PG,7.3,30.0,73.0,73.0
Rocky II,U,7.3,61.0,73.0,73.0
A Shot in the Dark,PG,7.3,70.0,73.0,73.0
Lilo & Stitch,U,7.3,74.0,73.0,73.0
I Origins,R,7.3,57.0,73.0,73.0
The Professionals,A,7.3,75.0,73.0,73.0
The Fundamentals of Caring,16,7.3,55.0,73.0,73.0
Crimson Tide,U,7.3,66.0,73.0,73.0
Cha Cha Real Smooth,A,7.3,69.0,73.0,73.0
Dogfight,UA,7.3,56.0,73.0,73.0
Pi,R,7.3,72.0,73.0,73.0
Detroit,R,7.3,77.0,73.0,73.0
10 Things I Hate About You,U,7.3,70.0,73.0,73.0
Before the Devil Knows You're Dead,R,7.3,86.0,73.0,73.0
Sing 2,U,7.3,49.0,73.0,73.0
A Passage to India,U,7.3,78.0,73.0,73.0
Stand and Deliver,Not Rated,7.3,77.0,73.0,73.0
Amistad,A,7.3,64.0,73.0,73.0
Fish Tank,Not Rated,7.3,81.0,73.0,73.0
Bastard Out of Carolina,Not Rated,7.3,75.0,73.0,73.0
The Walk,UA,7.3,70.0,73.0,73.0
Assault on Precinct 13,A,7.3,89.0,73.0,73.0
20th Century Women,R,7.3,83.0,73.0,73.0
In the Heights,UA 16+,7.3,84.0,73.0,73.0
Waking Ned,PG,7.3,71.0,73.0,73.0
Okja,UA,7.3,75.0,73.0,73.0
Identity,A,7.3,64.0,73.0,73.0
Point Break,A,7.3,59.0,73.0,73.0
Irréversible,Not Rated,7.3,51.0,73.0,73.0
Uncle Frank,Not Rated,7.3,58.0,73.0,73.0
Toni Erdmann,A,7.3,93.0,73.0,73.0
The Way Back,A,7.3,66.0,73.0,73.0
Good Time,A,7.3,80.0,73.0,73.0
Kingdom of the Planet of the Apes,PG-13,7.3,66.0,73.0,73.0
È stata la mano di Dio,18,7.3,76.0,73.0,73.0
Luftslottet som sprängdes,R,7.3,60.0,73.0,73.0
Face/Off,A,7.3,82.0,73.0,73.0
Elvis,UA,7.3,64.0,73.0,73.0
The Constant Gardener,U,7.3,82.0,73.0,73.0
The Guard,R,7.3,78.0,73.0,73.0
Bambi,U,7.3,91.0,73.0,73.0
Mr. Holland's Opus,PG,7.3,59.0,73.0,73.0
The Ultimate Gift,PG,7.3,49.0,73.0,73.0
Rocketman,A,7.3,69.0,73.0,73.0
Jane Eyre,UA,7.3,76.0,73.0,73.0
Capote,UA,7.3,88.0,73.0,73.0
Paddington,U,7.3,77.0,73.0,73.0
"Girl, Interrupted",UA,7.3,51.0,73.0,73.0
The Lincoln Lawyer,A,7.3,63.0,73.0,73.0
Hustle,UA 16+,7.3,68.0,73.0,73.0
Palmer,A,7.3,53.0,73.0,73.0
El Camino: A Breaking Bad Movie,16,7.3,72.0,73.0,73.0
Tenet,UA,7.3,69.0,73.0,73.0
Jerry Maguire,U,7.3,77.0,73.0,73.0
Eraserhead,18,7.3,87.0,73.0,73.0
Barney's Version,R,7.3,67.0,73.0,73.0
Triangle of Sadness,A,7.3,63.0,73.0,73.0
Driving Miss Daisy,U,7.3,81.0,73.0,73.0
Heojil kyolshim,18,7.3,85.0,73.0,73.0
Wall Street,A,7.3,56.0,73.0,73.0
A League of Their Own,U,7.3,69.0,73.0,73.0
What's Love Got to Do with It,R,7.3,76.0,73.0,73.0
Pale Rider,UA,7.3,61.0,73.0,73.0
Deconstructing Harry,UA,7.3,62.0,73.0,73.0
Shrek 2,U,7.3,75.0,73.0,73.0
Lars and the Real Girl,PG-13,7.3,70.0,73.0,73.0
Doctor Sleep,A,7.3,59.0,73.0,73.0
Southpaw,16,7.3,57.0,73.0,73.0
Eight Below,U,7.3,64.0,73.0,73.0
Lethal Weapon 2,A,7.3,70.0,73.0,73.0
Take Shelter,R,7.3,85.0,73.0,73.0
Drugstore Cowboy,15+,7.3,82.0,73.0,73.0
The Death of Stalin,R,7.3,88.0,73.0,73.0
Death at a Funeral,R,7.3,67.0,73.0,73.0
Precious,R,7.3,78.0,73.0,73.0
From Russia with Love,A,7.3,83.0,73.0,73.0
The Lego Batman Movie,U,7.3,75.0,73.0,73.0
The Nightingale,R,7.3,77.0,73.0,73.0
Carol,18,7.3,94.0,73.0,73.0
The Conjuring 2,UA,7.3,65.0,73.0,73.0
Eye in the Sky,UA,7.3,73.0,73.0,73.0
The Simpsons Movie,U,7.3,80.0,73.0,73.0
Nomadland,UA,7.3,87.0,73.0,73.0
Little Women,U,7.3,87.0,73.0,73.0
Official Secrets,A,7.3,63.0,73.0,73.0
Shallow Grave,R,7.3,69.0,73.0,73.0
Gremlins,UA,7.3,70.0,73.0,73.0
Much Ado About Nothing,U,7.3,80.0,73.0,73.0
Far from Heaven,PG-13,7.3,84.0,73.0,73.0
Troy,UA,7.3,56.0,73.0,73.0
Angela's Ashes,U,7.3,54.0,73.0,73.0
This Boy's Life,U,7.3,60.0,73.0,73.0
Little Boy,PG-13,7.3,30.0,73.0,73.0
Dumb and Dumber,UA,7.3,41.0,73.0,73.0
The Place Beyond the Pines,A,7.3,68.0,73.0,73.0
Poltergeist,A,7.3,79.0,73.0,73.0
Mr. Brooks,R,7.3,45.0,73.0,73.0
August Rush,U,7.4,38.0,74.0,74.0
Hoosiers,U,7.4,77.0,74.0,74.0
American Splendor,R,7.4,90.0,74.0,74.0
A Nightmare on Elm Street,A,7.4,76.0,74.0,74.0
C'est arrivé près de chez vous,Not Rated,7.4,67.0,74.0,74.0
An Angel at My Table,R,7.4,79.0,74.0,74.0
The Talented Mr. Ripley,UA 16+,7.4,76.0,74.0,74.0
Invasion of the Body Snatchers,A,7.4,75.0,74.0,74.0
Uncut Gems,18,7.4,93.0,74.0,74.0
Ying hung boon sik,A,7.4,78.0,74.0,74.0
Frances Ha,R,7.4,82.0,74.0,74.0
The English Patient,A,7.4,86.0,74.0,74.0
Beautiful Boy,R,7.4,62.0,74.0,74.0
Straw Dogs,A,7.4,73.0,74.0,74.0
Notes on a Scandal,R,7.4,73.0,74.0,74.0
Erin Brockovich,A,7.4,73.0,74.0,74.0
Back to the Future Part III,U,7.4,55.0,74.0,74.0
Miracle,U,7.4,68.0,74.0,74.0
Biutiful,R,7.4,58.0,74.0,74.0
Corpse Bride,U,7.4,83.0,74.0,74.0
The Haunting,A,7.4,74.0,74.0,74.0
The Goodbye Girl,A,7.4,64.0,74.0,74.0
Me Before You,UA,7.4,51.0,74.0,74.0
A Dog's Journey,U,7.4,43.0,74.0,74.0
Jacob's Ladder,A,7.4,62.0,74.0,74.0
Kokuriko-zaka kara,PG,7.4,71.0,74.0,74.0
How to Train Your Dragon: The Hidden World,U,7.4,71.0,74.0,74.0
The Jungle Book,UA,7.4,77.0,74.0,74.0
El orfanato,R,7.4,74.0,74.0,74.0
Saul fia,R,7.4,91.0,74.0,74.0
Welcome to the Dollhouse,R,7.4,83.0,74.0,74.0
Eighth Grade,R,7.4,85.0,74.0,74.0
Lady Bird,A,7.4,93.0,74.0,74.0
Black Dynamite,R,7.4,65.0,74.0,74.0
Les Misérables,UA,7.4,65.0,74.0,74.0
Sherlock Holmes: A Game of Shadows,UA,7.4,48.0,74.0,74.0
The Greatest Game Ever Played,U,7.4,55.0,74.0,74.0
The Judge,A,7.4,48.0,74.0,74.0
The Cowboys,GP,7.4,52.0,74.0,74.0
Mission: Impossible - Rogue Nation,UA,7.4,75.0,74.0,74.0
Downton Abbey: A New Era,UA,7.4,63.0,74.0,74.0
Saving Face,A,7.4,65.0,74.0,74.0
Tootsie,U,7.4,88.0,74.0,74.0
Scream,A,7.4,66.0,74.0,74.0
The Last Duel,A,7.4,67.0,74.0,74.0
A Real Pain,R,7.4,84.0,74.0,74.0
Tetris,A,7.4,61.0,74.0,74.0
The Emperor's New Groove,U,7.4,70.0,74.0,74.0
Mudbound,R,7.4,85.0,74.0,74.0
Searching for Bobby Fischer,13,7.4,89.0,74.0,74.0
Gekijôban Spy x Family Code: White,UA 13+,7.4,68.0,74.0,74.0
The China Syndrome,U,7.4,81.0,74.0,74.0
Up in the Air,A,7.4,83.0,74.0,74.0
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,A,7.4,89.0,74.0,74.0
American Graffiti,U,7.4,97.0,74.0,74.0
Dolores Claiborne,R,7.4,62.0,74.0,74.0
Dirty Rotten Scoundrels,U,7.4,68.0,74.0,74.0
Nobody,A,7.4,64.0,74.0,74.0
Inside Llewyn Davis,R,7.4,93.0,74.0,74.0
The Natural,U,7.4,61.0,74.0,74.0
A Monster Calls,UA,7.4,76.0,74.0,74.0
The Way Way Back,PG-13,7.4,68.0,74.0,74.0
Best in Show,PG-13,7.4,78.0,74.0,74.0
Harry Potter and the Chamber of Secrets,U,7.4,63.0,74.0,74.0
